normalization,n_clusters,m,clustering_method,defuzz_method,neighbor_method,train_rmse,train_mae,test_rmse,test_mae,avg_max_membership,avg_entropy,elapsed_sec
simple_centering,4,1.5,kmeans,maximum,pearson,4.00587251902247,3.9196709367347933,3.9191715183999083,3.8300381277312816,1.0,-1.0000000826903713e-10,8.905744999996386
simple_centering,4,1.5,kmeans,maximum,none,4.044776900222973,3.9372159349048426,3.8619479902206892,3.7502845197941235,1.0,-1.0000000826903713e-10,0.011400199960917234
simple_centering,4,1.5,kmeans,cog,pearson,4.00587251902247,3.9196709367347933,3.9191715183999083,3.8300381277312816,1.0,-1.0000000826903713e-10,7.5117765999166295
simple_centering,4,1.5,kmeans,cog,none,4.044776900222973,3.9372159349048426,3.8619479902206892,3.7502845197941235,1.0,-1.0000000826903713e-10,0.010762199992313981
simple_centering,4,1.5,fcm,maximum,pearson,4.059042169282883,3.9684984151495724,4.023088356835937,3.9329408297863293,0.46303497478902,1.1605143506935527,7.716046600020491
simple_centering,4,1.5,fcm,maximum,none,4.030703668442085,3.9374504787163085,4.054232804864052,3.9641859951416762,0.46303497478902,1.1605143506935527,0.05995500006247312
simple_centering,4,1.5,fcm,cog,pearson,4.07076719602783,3.9915967104520242,4.055692326939853,3.9918157861941883,0.46303497478902,1.1605143506935527,15.105815899907611
simple_centering,4,1.5,fcm,cog,none,4.030703668442085,3.9374504787163085,4.054232804864052,3.9641859951416762,0.46303497478902,1.1605143506935527,0.0588763999985531
simple_centering,4,2.0,kmeans,maximum,pearson,4.00587251902247,3.9196709367347933,3.9191715183999083,3.8300381277312816,1.0,-1.0000000826903713e-10,7.523497399990447
simple_centering,4,2.0,kmeans,maximum,none,4.044776900222973,3.9372159349048426,3.8619479902206892,3.7502845197941235,1.0,-1.0000000826903713e-10,0.01186319999396801
simple_centering,4,2.0,kmeans,cog,pearson,4.00587251902247,3.9196709367347933,3.9191715183999083,3.8300381277312816,1.0,-1.0000000826903713e-10,7.504643299966119
simple_centering,4,2.0,kmeans,cog,none,4.044776900222973,3.9372159349048426,3.8619479902206892,3.7502845197941235,1.0,-1.0000000826903713e-10,0.011350200045853853
simple_centering,4,2.0,fcm,maximum,pearson,4.039067400691323,3.9496284022139507,3.985279421029226,3.8990204985279964,0.3029354767257352,1.365280941432027,10.59069790004287
simple_centering,4,2.0,fcm,maximum,none,4.021862141427952,3.9320708482029647,4.023121639183641,3.942185347901811,0.3029354767257352,1.365280941432027,0.10146299994084984
simple_centering,4,2.0,fcm,cog,pearson,4.014250204096594,3.926519148684048,3.9239003572874673,3.8384933639019736,0.3029354767257352,1.365280941432027,14.011228599934839
simple_centering,4,2.0,fcm,cog,none,4.021862141427952,3.9320708482029647,4.023121639183641,3.942185347901811,0.3029354767257352,1.365280941432027,0.09255079994909465
simple_centering,4,2.5,kmeans,maximum,pearson,4.00587251902247,3.9196709367347933,3.9191715183999083,3.8300381277312816,1.0,-1.0000000826903713e-10,7.503740499960259
simple_centering,4,2.5,kmeans,maximum,none,4.044776900222973,3.9372159349048426,3.8619479902206892,3.7502845197941235,1.0,-1.0000000826903713e-10,0.011396800051443279
simple_centering,4,2.5,kmeans,cog,pearson,4.00587251902247,3.9196709367347933,3.9191715183999083,3.8300381277312816,1.0,-1.0000000826903713e-10,7.506174799986184
simple_centering,4,2.5,kmeans,cog,none,4.044776900222973,3.9372159349048426,3.8619479902206892,3.7502845197941235,1.0,-1.0000000826903713e-10,0.011367199942469597
simple_centering,4,2.5,fcm,maximum,pearson,4.058135977922872,3.9765511124605295,3.938007941127085,3.8540290134822333,0.2500003108497977,1.3862943607192917,13.875041199964471
simple_centering,4,2.5,fcm,maximum,none,4.021523531646772,3.93176653177368,4.0111430570126005,3.9304538547148917,0.2500003108497977,1.3862943607192917,0.01943099999334663
simple_centering,4,2.5,fcm,cog,pearson,4.058135977922872,3.9765511124605295,3.938007941127085,3.8540290134822333,0.2500003108497977,1.3862943607192917,13.89146009995602
simple_centering,4,2.5,fcm,cog,none,4.021523531646772,3.93176653177368,4.0111430570126005,3.9304538547148917,0.2500003108497977,1.3862943607192917,0.019783499999903142
simple_centering,6,1.5,kmeans,maximum,pearson,4.063058259535875,3.9811024240736463,3.9763855491871105,3.9005054474058465,1.0,-1.0000000826903713e-10,5.888026300002821
simple_centering,6,1.5,kmeans,maximum,none,4.043774250232104,3.9381107020517203,3.9373144828247595,3.8272608756656137,1.0,-1.0000000826903713e-10,0.013395499903708696
simple_centering,6,1.5,kmeans,cog,pearson,4.063058259535875,3.9811024240736463,3.9763855491871105,3.9005054474058465,1.0,-1.0000000826903713e-10,5.870956899947487
simple_centering,6,1.5,kmeans,cog,none,4.043774250232104,3.9381107020517203,3.9373144828247595,3.8272608756656137,1.0,-1.0000000826903713e-10,0.01293129997793585
simple_centering,6,1.5,fcm,maximum,pearson,4.046483726377041,3.9600818969500633,3.991310414551358,3.899164109623372,0.3387196661871899,1.559028990931335,6.169015499996021
simple_centering,6,1.5,fcm,maximum,none,4.029301166993464,3.936040893162591,4.05602315048644,3.9651899078390525,0.3387196661871899,1.559028990931335,0.12313320010434836
simple_centering,6,1.5,fcm,cog,pearson,4.051614979101428,3.9658753671605598,3.8907238184038198,3.813782574958321,0.3387196661871899,1.559028990931335,11.88100419996772
simple_centering,6,1.5,fcm,cog,none,4.029301166993464,3.936040893162591,4.05602315048644,3.9651899078390525,0.3387196661871899,1.559028990931335,0.12298729992471635
simple_centering,6,2.0,kmeans,maximum,pearson,4.063058259535875,3.9811024240736463,3.9763855491871105,3.9005054474058465,1.0,-1.0000000826903713e-10,5.889971600030549
simple_centering,6,2.0,kmeans,maximum,none,4.043774250232104,3.9381107020517203,3.9373144828247595,3.8272608756656137,1.0,-1.0000000826903713e-10,0.014479099889285862
simple_centering,6,2.0,kmeans,cog,pearson,4.063058259535875,3.9811024240736463,3.9763855491871105,3.9005054474058465,1.0,-1.0000000826903713e-10,5.898778900038451
simple_centering,6,2.0,kmeans,cog,none,4.043774250232104,3.9381107020517203,3.9373144828247595,3.8272608756656137,1.0,-1.0000000826903713e-10,0.01226029999088496
simple_centering,6,2.0,fcm,maximum,pearson,4.039339192519434,3.9539233138324166,3.973967849956932,3.886919858414608,0.20719501311566782,1.7711953892892531,10.519711500033736
simple_centering,6,2.0,fcm,maximum,none,4.021392919167417,3.9315908740329935,4.024671014993278,3.94375086407902,0.20719501311566782,1.7711953892892531,0.1952076000161469
simple_centering,6,2.0,fcm,cog,pearson,3.9970347036040326,3.9101187062642238,3.9237247288788404,3.839335975017987,0.20719501311566782,1.7711953892892531,14.453568800003268
simple_centering,6,2.0,fcm,cog,none,4.021392919167417,3.9315908740329935,4.024671014993278,3.94375086407902,0.20719501311566782,1.7711953892892531,0.19284459995105863
simple_centering,6,2.5,kmeans,maximum,pearson,4.063058259535875,3.9811024240736463,3.9763855491871105,3.9005054474058465,1.0,-1.0000000826903713e-10,5.8963344999356195
simple_centering,6,2.5,kmeans,maximum,none,4.043774250232104,3.9381107020517203,3.9373144828247595,3.8272608756656137,1.0,-1.0000000826903713e-10,0.012219000025652349
simple_centering,6,2.5,kmeans,cog,pearson,4.063058259535875,3.9811024240736463,3.9763855491871105,3.9005054474058465,1.0,-1.0000000826903713e-10,5.879794499953277
simple_centering,6,2.5,kmeans,cog,none,4.043774250232104,3.9381107020517203,3.9373144828247595,3.8272608756656137,1.0,-1.0000000826903713e-10,0.012332800077274442
simple_centering,6,2.5,fcm,maximum,pearson,4.058135977922872,3.9765511124605295,3.938007941127085,3.8540290134822333,0.16666696284602484,1.7917594686272873,13.95757450000383
simple_centering,6,2.5,fcm,maximum,none,4.02152353164678,3.9317665317736887,4.011143057012686,3.9304538547149788,0.16666696284602484,1.7917594686272873,0.022555400035344064
simple_centering,6,2.5,fcm,cog,pearson,4.058135977922872,3.9765511124605295,3.938007941127085,3.8540290134822333,0.16666696284602484,1.7917594686272873,13.93769940000493
simple_centering,6,2.5,fcm,cog,none,4.02152353164678,3.9317665317736887,4.011143057012686,3.9304538547149788,0.16666696284602484,1.7917594686272873,0.02278250001836568
simple_centering,8,1.5,kmeans,maximum,pearson,3.9894092988986656,3.8984475381735324,4.058325836495331,3.991584316498846,1.0,-1.0000000826903713e-10,4.578258599969558
simple_centering,8,1.5,kmeans,maximum,none,4.037786485273477,3.9341278440392826,3.874691129887038,3.7469236508001007,1.0,-1.0000000826903713e-10,0.013615900068543851
simple_centering,8,1.5,kmeans,cog,pearson,3.9894092988986656,3.8984475381735324,4.058325836495331,3.991584316498846,1.0,-1.0000000826903713e-10,4.544630300020799
simple_centering,8,1.5,kmeans,cog,none,4.037786485273477,3.9341278440392826,3.874691129887038,3.7469236508001007,1.0,-1.0000000826903713e-10,0.01302019995637238
simple_centering,8,1.5,fcm,maximum,pearson,4.016348302705856,3.9229630016146158,4.026747475051213,3.9305374499452856,0.27371778271808356,1.845628166511445,4.847684900043532
simple_centering,8,1.5,fcm,maximum,none,4.028596819472821,3.9353901976490477,4.056725779677635,3.9656330942821767,0.27371778271808356,1.845628166511445,0.3988460000837222
simple_centering,8,1.5,fcm,cog,pearson,3.8698349162748413,3.786491231463032,3.8820161143286493,3.7931386930985957,0.27371778271808356,1.845628166511445,9.955479700001888
simple_centering,8,1.5,fcm,cog,none,4.028596819472821,3.9353901976490477,4.056725779677635,3.9656330942821767,0.27371778271808356,1.845628166511445,0.39634490001481026
simple_centering,8,2.0,kmeans,maximum,pearson,3.9894092988986656,3.8984475381735324,4.058325836495331,3.991584316498846,1.0,-1.0000000826903713e-10,4.565889699966647
simple_centering,8,2.0,kmeans,maximum,none,4.037786485273477,3.9341278440392826,3.874691129887038,3.7469236508001007,1.0,-1.0000000826903713e-10,0.013108200044371188
simple_centering,8,2.0,kmeans,cog,pearson,3.9894092988986656,3.8984475381735324,4.058325836495331,3.991584316498846,1.0,-1.0000000826903713e-10,4.51946959993802
simple_centering,8,2.0,kmeans,cog,none,4.037786485273477,3.9341278440392826,3.874691129887038,3.7469236508001007,1.0,-1.0000000826903713e-10,0.013883200008422136
simple_centering,8,2.0,fcm,maximum,pearson,4.029086850536266,3.941152771949683,3.9667808805303246,3.8780100186583244,0.1594939045064896,2.0594160628696536,9.248884000000544
simple_centering,8,2.0,fcm,maximum,none,4.021278431550953,3.9314795706694654,4.024329075819146,3.9434288242953963,0.1594939045064896,2.0594160628696536,0.26180900004692376
simple_centering,8,2.0,fcm,cog,pearson,3.9983332101654527,3.919408894254147,3.914289946738738,3.8321095788842614,0.1594939045064896,2.0594160628696536,14.420949200051837
simple_centering,8,2.0,fcm,cog,none,4.021278431550953,3.9314795706694654,4.024329075819146,3.9434288242953963,0.1594939045064896,2.0594160628696536,0.2610753000481054
simple_centering,8,2.5,kmeans,maximum,pearson,3.9894092988986656,3.8984475381735324,4.058325836495331,3.991584316498846,1.0,-1.0000000826903713e-10,4.546526900026947
simple_centering,8,2.5,kmeans,maximum,none,4.037786485273477,3.9341278440392826,3.874691129887038,3.7469236508001007,1.0,-1.0000000826903713e-10,0.013982400065287948
simple_centering,8,2.5,kmeans,cog,pearson,3.9894092988986656,3.8984475381735324,4.058325836495331,3.991584316498846,1.0,-1.0000000826903713e-10,4.562146799988113
simple_centering,8,2.5,kmeans,cog,none,4.037786485273477,3.9341278440392826,3.874691129887038,3.7469236508001007,1.0,-1.0000000826903713e-10,0.013290800037793815
simple_centering,8,2.5,fcm,maximum,pearson,4.058135977922872,3.9765511124605295,3.938007941127085,3.8540290134822333,0.12500026108908913,2.07944154087883,13.897800899925642
simple_centering,8,2.5,fcm,maximum,none,4.021523531646792,3.931766531773702,4.011143057012808,3.930453854715102,0.12500026108908913,2.07944154087883,0.02575469994917512
simple_centering,8,2.5,fcm,cog,pearson,4.058135977922872,3.9765511124605295,3.938007941127085,3.8540290134822333,0.12500026108908913,2.07944154087883,13.90929610002786
simple_centering,8,2.5,fcm,cog,none,4.021523531646792,3.931766531773702,4.011143057012808,3.930453854715102,0.12500026108908913,2.07944154087883,0.02419320004992187
no_normalization,4,1.5,kmeans,maximum,pearson,4.052138823706678,3.9664017071159785,3.959673149486286,3.877308852989043,1.0,-1.0000000826903713e-10,7.565590799902566
no_normalization,4,1.5,kmeans,maximum,none,4.044480221126921,3.936787689309195,3.816145059529684,3.7035224654997845,1.0,-1.0000000826903713e-10,0.011992599931545556
no_normalization,4,1.5,kmeans,cog,pearson,4.052138823706678,3.9664017071159785,3.959673149486286,3.877308852989043,1.0,-1.0000000826903713e-10,7.601576200104319
no_normalization,4,1.5,kmeans,cog,none,4.044480221126921,3.936787689309195,3.816145059529684,3.7035224654997845,1.0,-1.0000000826903713e-10,0.012244599987752736
no_normalization,4,1.5,fcm,maximum,pearson,4.119573702424964,4.031715705267211,4.033446543383767,3.948442421713011,0.4619991109470372,1.1623221463679774,7.740445100003853
no_normalization,4,1.5,fcm,maximum,none,4.030709490363779,3.9375224339217225,4.055132032090177,3.9652511158139294,0.4619991109470372,1.1623221463679774,0.06547609996050596
no_normalization,4,1.5,fcm,cog,pearson,4.114924039905472,4.038502683661944,4.048659370952318,3.986054911876427,0.4619991109470372,1.1623221463679774,15.081558499950916
no_normalization,4,1.5,fcm,cog,none,4.030709490363779,3.9375224339217225,4.055132032090177,3.9652511158139294,0.4619991109470372,1.1623221463679774,0.06573099992237985
no_normalization,4,2.0,kmeans,maximum,pearson,4.052138823706678,3.9664017071159785,3.959673149486286,3.877308852989043,1.0,-1.0000000826903713e-10,7.635525300051086
no_normalization,4,2.0,kmeans,maximum,none,4.044480221126921,3.936787689309195,3.816145059529684,3.7035224654997845,1.0,-1.0000000826903713e-10,0.010905400034971535
no_normalization,4,2.0,kmeans,cog,pearson,4.052138823706678,3.9664017071159785,3.959673149486286,3.877308852989043,1.0,-1.0000000826903713e-10,7.527713099960238
no_normalization,4,2.0,kmeans,cog,none,4.044480221126921,3.936787689309195,3.816145059529684,3.7035224654997845,1.0,-1.0000000826903713e-10,0.01290019997395575
no_normalization,4,2.0,fcm,maximum,pearson,4.082869870694379,3.990335438649366,3.9804090980074087,3.897970382449918,0.3024963757920084,1.3655959350891733,10.703482300043106
no_normalization,4,2.0,fcm,maximum,none,4.022134191344983,3.9323669235495635,4.023718442661285,3.9428732710025876,0.3024963757920084,1.3655959350891733,0.08491189999040216
no_normalization,4,2.0,fcm,cog,pearson,4.0747919354822795,3.9879685463571386,3.93418829500923,3.853123127490083,0.3024963757920084,1.3655959350891733,14.052152200019918
no_normalization,4,2.0,fcm,cog,none,4.022134191344983,3.9323669235495635,4.023718442661285,3.9428732710025876,0.3024963757920084,1.3655959350891733,0.09036979998927563
no_normalization,4,2.5,kmeans,maximum,pearson,4.052138823706678,3.9664017071159785,3.959673149486286,3.877308852989043,1.0,-1.0000000826903713e-10,7.482228200067766
no_normalization,4,2.5,kmeans,maximum,none,4.044480221126921,3.936787689309195,3.816145059529684,3.7035224654997845,1.0,-1.0000000826903713e-10,0.011905799969099462
no_normalization,4,2.5,kmeans,cog,pearson,4.052138823706678,3.9664017071159785,3.959673149486286,3.877308852989043,1.0,-1.0000000826903713e-10,7.771716699935496
no_normalization,4,2.5,kmeans,cog,none,4.044480221126921,3.936787689309195,3.816145059529684,3.7035224654997845,1.0,-1.0000000826903713e-10,0.013064100057817996
no_normalization,4,2.5,fcm,maximum,pearson,4.080653224466071,3.999109824090152,3.9471065074696083,3.8682643134294197,0.2500003029659456,1.3862943607193254,15.964367599925026
no_normalization,4,2.5,fcm,maximum,none,4.021753693739874,3.9320134522638464,4.0118622584829335,3.9312523568828937,0.2500003029659456,1.3862943607193254,0.025425100000575185
no_normalization,4,2.5,fcm,cog,pearson,4.080653224466071,3.999109824090152,3.9471065074696083,3.8682643134294197,0.2500003029659456,1.3862943607193254,15.813620000029914
no_normalization,4,2.5,fcm,cog,none,4.021753693739874,3.9320134522638464,4.0118622584829335,3.9312523568828937,0.2500003029659456,1.3862943607193254,0.02132329996675253
no_normalization,6,1.5,kmeans,maximum,pearson,4.124593527955248,4.041554620879487,3.967956434202697,3.8974994981586817,1.0,-1.0000000826903713e-10,6.333222400047816
no_normalization,6,1.5,kmeans,maximum,none,4.044225230134398,3.9380991264306804,3.908403233623393,3.796772970378454,1.0,-1.0000000826903713e-10,0.013940599979832768
no_normalization,6,1.5,kmeans,cog,pearson,4.124593527955248,4.041554620879487,3.967956434202697,3.8974994981586817,1.0,-1.0000000826903713e-10,6.44873629999347
no_normalization,6,1.5,kmeans,cog,none,4.044225230134398,3.9380991264306804,3.908403233623393,3.796772970378454,1.0,-1.0000000826903713e-10,0.013430000049993396
no_normalization,6,1.5,fcm,maximum,pearson,4.092339189116072,4.00705988290906,3.996566433138262,3.9067879285388134,0.3385018775267054,1.5606001158719478,6.8274511999916285
no_normalization,6,1.5,fcm,maximum,none,4.029493627628236,3.936312770040538,4.056604959151693,3.9658972147368434,0.3385018775267054,1.5606001158719478,0.2105427999049425
no_normalization,6,1.5,fcm,cog,pearson,4.091250771379429,4.005619854749263,3.885927331195117,3.8166226951107918,0.3385018775267054,1.5606001158719478,13.176601500017568
no_normalization,6,1.5,fcm,cog,none,4.029493627628236,3.936312770040538,4.056604959151693,3.9658972147368434,0.3385018775267054,1.5606001158719478,0.19445259997155517
no_normalization,6,2.0,kmeans,maximum,pearson,4.124593527955248,4.041554620879487,3.967956434202697,3.8974994981586817,1.0,-1.0000000826903713e-10,6.35694070009049
no_normalization,6,2.0,kmeans,maximum,none,4.044225230134398,3.9380991264306804,3.908403233623393,3.796772970378454,1.0,-1.0000000826903713e-10,0.014572300016880035
no_normalization,6,2.0,kmeans,cog,pearson,4.124593527955248,4.041554620879487,3.967956434202697,3.8974994981586817,1.0,-1.0000000826903713e-10,6.390458900015801
no_normalization,6,2.0,kmeans,cog,none,4.044225230134398,3.9380991264306804,3.908403233623393,3.796772970378454,1.0,-1.0000000826903713e-10,0.013585299951955676
no_normalization,6,2.0,fcm,maximum,pearson,4.071804296078414,3.985654920835602,3.9692458313457712,3.8873527613391126,0.20681004474277762,1.7714899912958617,11.336758199962787
no_normalization,6,2.0,fcm,maximum,none,4.021669344677909,3.931891066643375,4.025254974106698,3.944428110605504,0.20681004474277762,1.7714899912958617,0.1720046999398619
no_normalization,6,2.0,fcm,cog,pearson,4.028818425443658,3.94082640151835,3.938114199870609,3.859635443468793,0.20681004474277762,1.7714899912958617,15.552702399902046
no_normalization,6,2.0,fcm,cog,none,4.021669344677909,3.931891066643375,4.025254974106698,3.944428110605504,0.20681004474277762,1.7714899912958617,0.21537630003876984
no_normalization,6,2.5,kmeans,maximum,pearson,4.124593527955248,4.041554620879487,3.967956434202697,3.8974994981586817,1.0,-1.0000000826903713e-10,6.306663999916054
no_normalization,6,2.5,kmeans,maximum,none,4.044225230134398,3.9380991264306804,3.908403233623393,3.796772970378454,1.0,-1.0000000826903713e-10,0.013659199932590127
no_normalization,6,2.5,kmeans,cog,pearson,4.124593527955248,4.041554620879487,3.967956434202697,3.8974994981586817,1.0,-1.0000000826903713e-10,6.3473815999459475
no_normalization,6,2.5,kmeans,cog,none,4.044225230134398,3.9380991264306804,3.908403233623393,3.796772970378454,1.0,-1.0000000826903713e-10,0.01466039998922497
no_normalization,6,2.5,fcm,maximum,pearson,4.080653224466071,3.999109824090152,3.9471065074696083,3.8682643134294197,0.16666695908792178,1.791759468627301,14.969599200063385
no_normalization,6,2.5,fcm,maximum,none,4.021753693739885,3.9320134522638592,4.0118622584830295,3.931252356882991,0.16666695908792178,1.791759468627301,0.025719600031152368
no_normalization,6,2.5,fcm,cog,pearson,4.080653224466071,3.999109824090152,3.9471065074696083,3.8682643134294197,0.16666695908792178,1.791759468627301,15.067750000045635
no_normalization,6,2.5,fcm,cog,none,4.021753693739885,3.9320134522638592,4.0118622584830295,3.931252356882991,0.16666695908792178,1.791759468627301,0.02366109995637089
no_normalization,8,1.5,kmeans,maximum,pearson,4.06110753094739,3.9728804393065693,3.9324171775099157,3.8592021746731477,1.0,-1.0000000826903713e-10,5.511090200045146
no_normalization,8,1.5,kmeans,maximum,none,4.040835776812717,3.938555235887888,3.9290922448950485,3.813802092158357,1.0,-1.0000000826903713e-10,0.01441760000307113
no_normalization,8,1.5,kmeans,cog,pearson,4.06110753094739,3.9728804393065693,3.9324171775099157,3.8592021746731477,1.0,-1.0000000826903713e-10,5.551635800045915
no_normalization,8,1.5,kmeans,cog,none,4.040835776812717,3.938555235887888,3.9290922448950485,3.813802092158357,1.0,-1.0000000826903713e-10,0.014862700016237795
no_normalization,8,1.5,fcm,maximum,pearson,4.087954038422393,3.9971432779118317,4.025132486632689,3.9288710990297764,0.2718111549363657,1.847042438073421,5.397616200032644
no_normalization,8,1.5,fcm,maximum,none,4.028640168970067,3.9354919214016006,4.057135075917656,3.966127302406846,0.2718111549363657,1.847042438073421,0.6514826000202447
no_normalization,8,1.5,fcm,cog,pearson,3.9497804163014476,3.866262314571145,3.815733645715853,3.7413666864251063,0.2718111549363657,1.847042438073421,14.884204900008626
no_normalization,8,1.5,fcm,cog,none,4.028640168970067,3.9354919214016006,4.057135075917656,3.966127302406846,0.2718111549363657,1.847042438073421,0.659569300012663
no_normalization,8,2.0,kmeans,maximum,pearson,4.06110753094739,3.9728804393065693,3.9324171775099157,3.8592021746731477,1.0,-1.0000000826903713e-10,5.5034220000961795
no_normalization,8,2.0,kmeans,maximum,none,4.040835776812717,3.938555235887888,3.9290922448950485,3.813802092158357,1.0,-1.0000000826903713e-10,0.01482489996124059
no_normalization,8,2.0,kmeans,cog,pearson,4.06110753094739,3.9728804393065693,3.9324171775099157,3.8592021746731477,1.0,-1.0000000826903713e-10,5.465801099897362
no_normalization,8,2.0,kmeans,cog,none,4.040835776812717,3.938555235887888,3.9290922448950485,3.813802092158357,1.0,-1.0000000826903713e-10,0.01468270004261285
no_normalization,8,2.0,fcm,maximum,pearson,4.05061152004008,3.9620974788500796,3.9566496302493204,3.872040207706122,0.15915819513551488,2.059916967786089,10.442804700112902
no_normalization,8,2.0,fcm,maximum,none,4.021497485463163,3.931721351145206,4.0249907945186285,3.9441875714155143,0.15915819513551488,2.059916967786089,0.4821952000493184
no_normalization,8,2.0,fcm,cog,pearson,4.022709940892994,3.9411924150388575,3.920987987279916,3.843449223588243,0.15915819513551488,2.059916967786089,15.688374800025485
no_normalization,8,2.0,fcm,cog,none,4.021497485463163,3.931721351145206,4.0249907945186285,3.9441875714155143,0.15915819513551488,2.059916967786089,0.46855879994109273
no_normalization,8,2.5,kmeans,maximum,pearson,4.06110753094739,3.9728804393065693,3.9324171775099157,3.8592021746731477,1.0,-1.0000000826903713e-10,5.514781099976972
no_normalization,8,2.5,kmeans,maximum,none,4.040835776812717,3.938555235887888,3.9290922448950485,3.813802092158357,1.0,-1.0000000826903713e-10,0.014591900049708784
no_normalization,8,2.5,kmeans,cog,pearson,4.06110753094739,3.9728804393065693,3.9324171775099157,3.8592021746731477,1.0,-1.0000000826903713e-10,5.50827890005894
no_normalization,8,2.5,kmeans,cog,none,4.040835776812717,3.938555235887888,3.9290922448950485,3.813802092158357,1.0,-1.0000000826903713e-10,0.013903499930165708
no_normalization,8,2.5,fcm,maximum,pearson,4.080653224466071,3.999109824090152,3.9471065074696083,3.8682643134294197,0.12500025801955905,2.079441540878849,15.107902399962768
no_normalization,8,2.5,fcm,maximum,none,4.021753693739899,3.932013452263874,4.011862258483149,3.9312523568831113,0.12500025801955905,2.079441540878849,0.03023329994175583
